"","sID","npID","nzsegment.x","Deposited.sediment.Class.x","productive_class.x","Suspended.Sediment.Class.x","min_year","N.values","N.Leftcensored","N.Rightcensored","DL","AL","Median","Mean","Q95","G540","G260","AnnMax","Median_Summer","p80","p83","p92","CI_G260_lower","CI_G260_upper","CI_G540_lower","CI_G540_upper","CI_Median_lower","CI_Median_upper","CI_Median_Summer_lower","CI_Median_Summer_upper","CI_95_lower","CI_95_upper","CI_80_lower","CI_80_upper","CI_83_lower","CI_83_upper","CI_92_lower","CI_92_upper","AnnMax_lower","AnnMax_upper","ImputedLower","ImputedUpper","nmonth","nBimonth","nqtr","No.years","FilterOK","NZReachID","nzsegment.y","MatchForPointSources","Overall","Deposited.sediment.Class.y","Suspended.Sediment.Class.y","productive_class.y","FlowSite","Site.Order.in.catchment.(Report)","NZTM.X","NZTM.Y","Status","CatName","Freshwater.Management.Unit.FMU","Water.management.subzone.One.Plan","Site.Type","Attr","NOF_Grade","yearz"
"1","Kaikokopu Stream at Himatangi Beach","ECOLI",7260002,"Naturally soft-bottomed","N",1,2005,93,2,0,10,NA,145,616.211452647435,3307.5,19.3548387096774,38.7096774193548,9600,212.5,534,726.9,1424,30.832998579803,47.2246987676108,13.5222374908418,26.92008388071,111.81712,219.09144,120.83093,360.01441,1011.899,5992.04621,454.03559,874.92674,469.42535,910,884.34058,4043.68277,9600,9600,"Imputed","Imputed",25,13,12,5,TRUE,7039661,7260002,7260002,"WD_Low_Al","Naturally soft-bottomed",1,"N",NA,"Not Reported",1789261,5528869,"RepSite","Kaikokopu","Rangitikei/Turakina","Northern Manawatu Lakes (West_6)","a","NOF.ECOLI.G260","D","2004 - 2008"
"2","Kaikokopu Stream at Himatangi Beach","ECOLI",7260002,"Naturally soft-bottomed","N",1,2005,93,2,0,10,NA,145,616.211452647435,3307.5,19.3548387096774,38.7096774193548,9600,212.5,534,726.9,1424,30.832998579803,47.2246987676108,13.5222374908418,26.92008388071,111.81712,219.09144,120.83093,360.01441,1011.899,5992.04621,454.03559,874.92674,469.42535,910,884.34058,4043.68277,9600,9600,"Imputed","Imputed",25,13,12,5,TRUE,7039661,7260002,7260002,"WD_Low_Al","Naturally soft-bottomed",1,"N",NA,"Not Reported",1789261,5528869,"RepSite","Kaikokopu","Rangitikei/Turakina","Northern Manawatu Lakes (West_6)","a","NOF.ECOLI.G540","C","2004 - 2008"
"3","Kaikokopu Stream at Himatangi Beach","ECOLI",7260002,"Naturally soft-bottomed","N",1,2005,93,2,0,10,NA,145,616.211452647435,3307.5,19.3548387096774,38.7096774193548,9600,212.5,534,726.9,1424,30.832998579803,47.2246987676108,13.5222374908418,26.92008388071,111.81712,219.09144,120.83093,360.01441,1011.899,5992.04621,454.03559,874.92674,469.42535,910,884.34058,4043.68277,9600,9600,"Imputed","Imputed",25,13,12,5,TRUE,7039661,7260002,7260002,"WD_Low_Al","Naturally soft-bottomed",1,"N",NA,"Not Reported",1789261,5528869,"RepSite","Kaikokopu","Rangitikei/Turakina","Northern Manawatu Lakes (West_6)","a","NOF.ECOLI.Med","D","2004 - 2008"
"4","Kaikokopu Stream at Himatangi Beach","ECOLI",7260002,"Naturally soft-bottomed","N",1,2005,93,2,0,10,NA,145,616.211452647435,3307.5,19.3548387096774,38.7096774193548,9600,212.5,534,726.9,1424,30.832998579803,47.2246987676108,13.5222374908418,26.92008388071,111.81712,219.09144,120.83093,360.01441,1011.899,5992.04621,454.03559,874.92674,469.42535,910,884.34058,4043.68277,9600,9600,"Imputed","Imputed",25,13,12,5,TRUE,7039661,7260002,7260002,"WD_Low_Al","Naturally soft-bottomed",1,"N",NA,"Not Reported",1789261,5528869,"RepSite","Kaikokopu","Rangitikei/Turakina","Northern Manawatu Lakes (West_6)","a","NOF.ECOLI.p95","E","2004 - 2008"
"5","Kaikokopu Stream at Himatangi Beach","ECOLI",7260002,"Naturally soft-bottomed","N",1,2005,93,2,0,10,NA,145,616.211452647435,3307.5,19.3548387096774,38.7096774193548,9600,212.5,534,726.9,1424,30.832998579803,47.2246987676108,13.5222374908418,26.92008388071,111.81712,219.09144,120.83093,360.01441,1011.899,5992.04621,454.03559,874.92674,469.42535,910,884.34058,4043.68277,9600,9600,"Imputed","Imputed",25,13,12,5,TRUE,7039661,7260002,7260002,"WD_Low_Al","Naturally soft-bottomed",1,"N",NA,"Not Reported",1789261,5528869,"RepSite","Kaikokopu","Rangitikei/Turakina","Northern Manawatu Lakes (West_6)","a","NOF.ECOLI.Combined","E","2004 - 2008"
"6","Kaikokopu Stream at Himatangi Beach","ECOLI",7260002,"Naturally soft-bottomed","N",1,2005,93,2,0,10,NA,145,616.211452647435,3307.5,19.3548387096774,38.7096774193548,9600,212.5,534,726.9,1424,30.832998579803,47.2246987676108,13.5222374908418,26.92008388071,111.81712,219.09144,120.83093,360.01441,1011.899,5992.04621,454.03559,874.92674,469.42535,910,884.34058,4043.68277,9600,9600,"Imputed","Imputed",25,13,12,5,TRUE,7039661,7260002,7260002,"WD_Low_Al","Naturally soft-bottomed",1,"N",NA,"Not Reported",1789261,5528869,"RepSite","Kaikokopu","Rangitikei/Turakina","Northern Manawatu Lakes (West_6)","a","NOF.ECOLI_PC.p95","Poor","2004 - 2008"
"7","Mowhanau Stream at Footbridge","ECOLI",7221195,"Naturally soft-bottomed","Y",2,2004,117,0,2,NA,2400,820,2237.63811709554,10124.05075,71.7948717948718,91.4529914529915,24200,790,2155,3002.5,8770,86.2097682334739,94.8224022083214,64.5191575896143,78.0853856323606,712.052,910,672.53095,1000,6456.81153,14512.36567,1561.3129,3627.94919,1803.63703,4720.58788,4164.9357,10423.56188,24200,24200,"No censored - no imputation required","Imputed",28,14,14,5,TRUE,7028803,7221195,NA,NA,"Naturally soft-bottomed",2,"Y",NA,NA,1762563.938,5583091.402,"RepSite","Mowhanau","Kai Iwi","Mowhanau Estuary (West_3CMA)","a","NOF.ECOLI.G260","E","2004 - 2008"
"8","Mowhanau Stream at Footbridge","ECOLI",7221195,"Naturally soft-bottomed","Y",2,2004,117,0,2,NA,2400,820,2237.63811709554,10124.05075,71.7948717948718,91.4529914529915,24200,790,2155,3002.5,8770,86.2097682334739,94.8224022083214,64.5191575896143,78.0853856323606,712.052,910,672.53095,1000,6456.81153,14512.36567,1561.3129,3627.94919,1803.63703,4720.58788,4164.9357,10423.56188,24200,24200,"No censored - no imputation required","Imputed",28,14,14,5,TRUE,7028803,7221195,NA,NA,"Naturally soft-bottomed",2,"Y",NA,NA,1762563.938,5583091.402,"RepSite","Mowhanau","Kai Iwi","Mowhanau Estuary (West_3CMA)","a","NOF.ECOLI.G540","E","2004 - 2008"
"9","Mowhanau Stream at Footbridge","ECOLI",7221195,"Naturally soft-bottomed","Y",2,2004,117,0,2,NA,2400,820,2237.63811709554,10124.05075,71.7948717948718,91.4529914529915,24200,790,2155,3002.5,8770,86.2097682334739,94.8224022083214,64.5191575896143,78.0853856323606,712.052,910,672.53095,1000,6456.81153,14512.36567,1561.3129,3627.94919,1803.63703,4720.58788,4164.9357,10423.56188,24200,24200,"No censored - no imputation required","Imputed",28,14,14,5,TRUE,7028803,7221195,NA,NA,"Naturally soft-bottomed",2,"Y",NA,NA,1762563.938,5583091.402,"RepSite","Mowhanau","Kai Iwi","Mowhanau Estuary (West_3CMA)","a","NOF.ECOLI.Med","E","2004 - 2008"
"10","Mowhanau Stream at Footbridge","ECOLI",7221195,"Naturally soft-bottomed","Y",2,2004,117,0,2,NA,2400,820,2237.63811709554,10124.05075,71.7948717948718,91.4529914529915,24200,790,2155,3002.5,8770,86.2097682334739,94.8224022083214,64.5191575896143,78.0853856323606,712.052,910,672.53095,1000,6456.81153,14512.36567,1561.3129,3627.94919,1803.63703,4720.58788,4164.9357,10423.56188,24200,24200,"No censored - no imputation required","Imputed",28,14,14,5,TRUE,7028803,7221195,NA,NA,"Naturally soft-bottomed",2,"Y",NA,NA,1762563.938,5583091.402,"RepSite","Mowhanau","Kai Iwi","Mowhanau Estuary (West_3CMA)","a","NOF.ECOLI.p95","E","2004 - 2008"
"11","Mowhanau Stream at Footbridge","ECOLI",7221195,"Naturally soft-bottomed","Y",2,2004,117,0,2,NA,2400,820,2237.63811709554,10124.05075,71.7948717948718,91.4529914529915,24200,790,2155,3002.5,8770,86.2097682334739,94.8224022083214,64.5191575896143,78.0853856323606,712.052,910,672.53095,1000,6456.81153,14512.36567,1561.3129,3627.94919,1803.63703,4720.58788,4164.9357,10423.56188,24200,24200,"No censored - no imputation required","Imputed",28,14,14,5,TRUE,7028803,7221195,NA,NA,"Naturally soft-bottomed",2,"Y",NA,NA,1762563.938,5583091.402,"RepSite","Mowhanau","Kai Iwi","Mowhanau Estuary (West_3CMA)","a","NOF.ECOLI.Combined","E","2004 - 2008"
"12","Mowhanau Stream at Footbridge","ECOLI",7221195,"Naturally soft-bottomed","Y",2,2004,117,0,2,NA,2400,820,2237.63811709554,10124.05075,71.7948717948718,91.4529914529915,24200,790,2155,3002.5,8770,86.2097682334739,94.8224022083214,64.5191575896143,78.0853856323606,712.052,910,672.53095,1000,6456.81153,14512.36567,1561.3129,3627.94919,1803.63703,4720.58788,4164.9357,10423.56188,24200,24200,"No censored - no imputation required","Imputed",28,14,14,5,TRUE,7028803,7221195,NA,NA,"Naturally soft-bottomed",2,"Y",NA,NA,1762563.938,5583091.402,"RepSite","Mowhanau","Kai Iwi","Mowhanau Estuary (West_3CMA)","a","NOF.ECOLI_PC.p95","Poor","2004 - 2008"
"13","Tasman Sea at Castlecliff Beach","ECOLI",NA,NA,"N",NA,2005,2,1,0,5,NA,6.25,6.25,10,0,0,10,10,10,10,10,0,73.4094195805194,0,73.4094195805194,2.5,10,10,10,4.5138,10,2.92877,10,3.22028,10,4.16927,10,10,10,"Not Imputed - model fit failed","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1768875,5577122,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.G260","A","2004 - 2008"
"14","Tasman Sea at Castlecliff Beach","ECOLI",NA,NA,"N",NA,2005,2,1,0,5,NA,6.25,6.25,10,0,0,10,10,10,10,10,0,73.4094195805194,0,73.4094195805194,2.5,10,10,10,4.5138,10,2.92877,10,3.22028,10,4.16927,10,10,10,"Not Imputed - model fit failed","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1768875,5577122,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.G540","A","2004 - 2008"
"15","Tasman Sea at Castlecliff Beach","ECOLI",NA,NA,"N",NA,2005,2,1,0,5,NA,6.25,6.25,10,0,0,10,10,10,10,10,0,73.4094195805194,0,73.4094195805194,2.5,10,10,10,4.5138,10,2.92877,10,3.22028,10,4.16927,10,10,10,"Not Imputed - model fit failed","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1768875,5577122,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.Med","A","2004 - 2008"
"16","Tasman Sea at Castlecliff Beach","ECOLI",NA,NA,"N",NA,2005,2,1,0,5,NA,6.25,6.25,10,0,0,10,10,10,10,10,0,73.4094195805194,0,73.4094195805194,2.5,10,10,10,4.5138,10,2.92877,10,3.22028,10,4.16927,10,10,10,"Not Imputed - model fit failed","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1768875,5577122,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.p95","A","2004 - 2008"
"17","Tasman Sea at Castlecliff Beach","ECOLI",NA,NA,"N",NA,2005,2,1,0,5,NA,6.25,6.25,10,0,0,10,10,10,10,10,0,73.4094195805194,0,73.4094195805194,2.5,10,10,10,4.5138,10,2.92877,10,3.22028,10,4.16927,10,10,10,"Not Imputed - model fit failed","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1768875,5577122,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.Combined","A","2004 - 2008"
"18","Tasman Sea at Castlecliff Beach","ECOLI",NA,NA,"N",NA,2005,2,1,0,5,NA,6.25,6.25,10,0,0,10,10,10,10,10,0,73.4094195805194,0,73.4094195805194,2.5,10,10,10,4.5138,10,2.92877,10,3.22028,10,4.16927,10,10,10,"Not Imputed - model fit failed","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1768875,5577122,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI_PC.p95","Excellent","2004 - 2008"
"19","Tasman Sea at Himatangi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,380,380,750,50,50,750,NA,750,750,750,5.26802578289131,94.7319742171087,5.26802578289131,94.7319742171087,10,750,NA,NA,208.69476,750,52.30559,750,81.06717,750,174.70116,750,750,750,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1789081,5528791,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.G260","D","2004 - 2008"
"20","Tasman Sea at Himatangi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,380,380,750,50,50,750,NA,750,750,750,5.26802578289131,94.7319742171087,5.26802578289131,94.7319742171087,10,750,NA,NA,208.69476,750,52.30559,750,81.06717,750,174.70116,750,750,750,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1789081,5528791,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.G540","E","2004 - 2008"
"21","Tasman Sea at Himatangi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,380,380,750,50,50,750,NA,750,750,750,5.26802578289131,94.7319742171087,5.26802578289131,94.7319742171087,10,750,NA,NA,208.69476,750,52.30559,750,81.06717,750,174.70116,750,750,750,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1789081,5528791,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.Med","E","2004 - 2008"
"22","Tasman Sea at Himatangi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,380,380,750,50,50,750,NA,750,750,750,5.26802578289131,94.7319742171087,5.26802578289131,94.7319742171087,10,750,NA,NA,208.69476,750,52.30559,750,81.06717,750,174.70116,750,750,750,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1789081,5528791,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.p95","B","2004 - 2008"
"23","Tasman Sea at Himatangi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,380,380,750,50,50,750,NA,750,750,750,5.26802578289131,94.7319742171087,5.26802578289131,94.7319742171087,10,750,NA,NA,208.69476,750,52.30559,750,81.06717,750,174.70116,750,750,750,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1789081,5528791,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.Combined","E","2004 - 2008"
"24","Tasman Sea at Himatangi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,380,380,750,50,50,750,NA,750,750,750,5.26802578289131,94.7319742171087,5.26802578289131,94.7319742171087,10,750,NA,NA,208.69476,750,52.30559,750,81.06717,750,174.70116,750,750,750,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1789081,5528791,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI_PC.p95","Poor","2004 - 2008"
"25","Tasman Sea at Kai Iwi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,40,40,40,0,0,40,40,40,40,40,0,73.4094195805194,0,73.4094195805194,40,40,40,40,40,40,40,40,40,40,40,40,40,40,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1762445,5583182,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.G260","A","2004 - 2008"
"26","Tasman Sea at Kai Iwi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,40,40,40,0,0,40,40,40,40,40,0,73.4094195805194,0,73.4094195805194,40,40,40,40,40,40,40,40,40,40,40,40,40,40,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1762445,5583182,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.G540","A","2004 - 2008"
"27","Tasman Sea at Kai Iwi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,40,40,40,0,0,40,40,40,40,40,0,73.4094195805194,0,73.4094195805194,40,40,40,40,40,40,40,40,40,40,40,40,40,40,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1762445,5583182,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.Med","A","2004 - 2008"
"28","Tasman Sea at Kai Iwi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,40,40,40,0,0,40,40,40,40,40,0,73.4094195805194,0,73.4094195805194,40,40,40,40,40,40,40,40,40,40,40,40,40,40,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1762445,5583182,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.p95","A","2004 - 2008"
"29","Tasman Sea at Kai Iwi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,40,40,40,0,0,40,40,40,40,40,0,73.4094195805194,0,73.4094195805194,40,40,40,40,40,40,40,40,40,40,40,40,40,40,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1762445,5583182,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.Combined","A","2004 - 2008"
"30","Tasman Sea at Kai Iwi Beach","ECOLI",NA,NA,"N",NA,2005,2,0,0,NA,NA,40,40,40,0,0,40,40,40,40,40,0,73.4094195805194,0,73.4094195805194,40,40,40,40,40,40,40,40,40,40,40,40,40,40,"No censored - no imputation required","No censored - no imputation required",2,2,2,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1762445,5583182,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI_PC.p95","Excellent","2004 - 2008"
"31","Tasman Sea at Waitarere Beach","ECOLI",NA,NA,"N",NA,2006,1,0,0,NA,NA,3100,3100,3100,100,100,3100,3100,3100,3100,3100,10.5360515657826,100,10.5360515657826,100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,"No censored - no imputation required","No censored - no imputation required",1,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1785908,5509350,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.G260","E","2004 - 2008"
"32","Tasman Sea at Waitarere Beach","ECOLI",NA,NA,"N",NA,2006,1,0,0,NA,NA,3100,3100,3100,100,100,3100,3100,3100,3100,3100,10.5360515657826,100,10.5360515657826,100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,"No censored - no imputation required","No censored - no imputation required",1,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1785908,5509350,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.G540","E","2004 - 2008"
"33","Tasman Sea at Waitarere Beach","ECOLI",NA,NA,"N",NA,2006,1,0,0,NA,NA,3100,3100,3100,100,100,3100,3100,3100,3100,3100,10.5360515657826,100,10.5360515657826,100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,"No censored - no imputation required","No censored - no imputation required",1,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1785908,5509350,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.Med","E","2004 - 2008"
"34","Tasman Sea at Waitarere Beach","ECOLI",NA,NA,"N",NA,2006,1,0,0,NA,NA,3100,3100,3100,100,100,3100,3100,3100,3100,3100,10.5360515657826,100,10.5360515657826,100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,"No censored - no imputation required","No censored - no imputation required",1,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1785908,5509350,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.p95","E","2004 - 2008"
"35","Tasman Sea at Waitarere Beach","ECOLI",NA,NA,"N",NA,2006,1,0,0,NA,NA,3100,3100,3100,100,100,3100,3100,3100,3100,3100,10.5360515657826,100,10.5360515657826,100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,"No censored - no imputation required","No censored - no imputation required",1,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1785908,5509350,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI.Combined","E","2004 - 2008"
"36","Tasman Sea at Waitarere Beach","ECOLI",NA,NA,"N",NA,2006,1,0,0,NA,NA,3100,3100,3100,100,100,3100,3100,3100,3100,3100,10.5360515657826,100,10.5360515657826,100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,"No censored - no imputation required","No censored - no imputation required",1,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1785908,5509350,"Beach","West Coast",NA,"West Coast CMA","Beach","NOF.ECOLI_PC.p95","Poor","2004 - 2008"
"37","Waikawa Estuary at Footbridge","ECOLI",7247992,"4","N",3,2005,7,0,0,NA,NA,420,784.285714285714,2600,42.8571428571429,57.1428571428571,2600,420,1340,1634,2516,28.9477091013593,81.3556809636044,18.6443190363956,71.0522908986407,191.52071,1143.73387,122.60721,1873.92795,859.71418,2600,403.40509,2600,475.63669,2600,758.43147,2600,2600,2600,"No censored - no imputation required","Imputed",7,4,4,3,FALSE,7047893,7247992,NA,"CW_Low_HS","4",3,"N",NA,"Not Reported",1781483,5493686,"RepSite","Waikawa","Horowhenua","Waikawa Estuary (West_9CMA)","a","NOF.ECOLI.G260","E","2004 - 2008"
"38","Waikawa Estuary at Footbridge","ECOLI",7247992,"4","N",3,2005,7,0,0,NA,NA,420,784.285714285714,2600,42.8571428571429,57.1428571428571,2600,420,1340,1634,2516,28.9477091013593,81.3556809636044,18.6443190363956,71.0522908986407,191.52071,1143.73387,122.60721,1873.92795,859.71418,2600,403.40509,2600,475.63669,2600,758.43147,2600,2600,2600,"No censored - no imputation required","Imputed",7,4,4,3,FALSE,7047893,7247992,NA,"CW_Low_HS","4",3,"N",NA,"Not Reported",1781483,5493686,"RepSite","Waikawa","Horowhenua","Waikawa Estuary (West_9CMA)","a","NOF.ECOLI.G540","E","2004 - 2008"
"39","Waikawa Estuary at Footbridge","ECOLI",7247992,"4","N",3,2005,7,0,0,NA,NA,420,784.285714285714,2600,42.8571428571429,57.1428571428571,2600,420,1340,1634,2516,28.9477091013593,81.3556809636044,18.6443190363956,71.0522908986407,191.52071,1143.73387,122.60721,1873.92795,859.71418,2600,403.40509,2600,475.63669,2600,758.43147,2600,2600,2600,"No censored - no imputation required","Imputed",7,4,4,3,FALSE,7047893,7247992,NA,"CW_Low_HS","4",3,"N",NA,"Not Reported",1781483,5493686,"RepSite","Waikawa","Horowhenua","Waikawa Estuary (West_9CMA)","a","NOF.ECOLI.Med","E","2004 - 2008"
"40","Waikawa Estuary at Footbridge","ECOLI",7247992,"4","N",3,2005,7,0,0,NA,NA,420,784.285714285714,2600,42.8571428571429,57.1428571428571,2600,420,1340,1634,2516,28.9477091013593,81.3556809636044,18.6443190363956,71.0522908986407,191.52071,1143.73387,122.60721,1873.92795,859.71418,2600,403.40509,2600,475.63669,2600,758.43147,2600,2600,2600,"No censored - no imputation required","Imputed",7,4,4,3,FALSE,7047893,7247992,NA,"CW_Low_HS","4",3,"N",NA,"Not Reported",1781483,5493686,"RepSite","Waikawa","Horowhenua","Waikawa Estuary (West_9CMA)","a","NOF.ECOLI.p95","E","2004 - 2008"
"41","Waikawa Estuary at Footbridge","ECOLI",7247992,"4","N",3,2005,7,0,0,NA,NA,420,784.285714285714,2600,42.8571428571429,57.1428571428571,2600,420,1340,1634,2516,28.9477091013593,81.3556809636044,18.6443190363956,71.0522908986407,191.52071,1143.73387,122.60721,1873.92795,859.71418,2600,403.40509,2600,475.63669,2600,758.43147,2600,2600,2600,"No censored - no imputation required","Imputed",7,4,4,3,FALSE,7047893,7247992,NA,"CW_Low_HS","4",3,"N",NA,"Not Reported",1781483,5493686,"RepSite","Waikawa","Horowhenua","Waikawa Estuary (West_9CMA)","a","NOF.ECOLI.Combined","E","2004 - 2008"
"42","Waikawa Estuary at Footbridge","ECOLI",7247992,"4","N",3,2005,7,0,0,NA,NA,420,784.285714285714,2600,42.8571428571429,57.1428571428571,2600,420,1340,1634,2516,28.9477091013593,81.3556809636044,18.6443190363956,71.0522908986407,191.52071,1143.73387,122.60721,1873.92795,859.71418,2600,403.40509,2600,475.63669,2600,758.43147,2600,2600,2600,"No censored - no imputation required","Imputed",7,4,4,3,FALSE,7047893,7247992,NA,"CW_Low_HS","4",3,"N",NA,"Not Reported",1781483,5493686,"RepSite","Waikawa","Horowhenua","Waikawa Estuary (West_9CMA)","a","NOF.ECOLI_PC.p95","Poor","2004 - 2008"
"43","Wairarawa Stream at Waitarere Beach","ECOLI",7244082,"Naturally soft-bottomed","N",1,2005,92,3,0,10,NA,197.5,771.020193702668,2480,23.9130434782609,40.2173913043478,24200,172.5,653,847.4,1514,32.2044514019816,48.7892694051591,17.4102635582204,31.9063252608217,145,260,120,255.97313,1406.39101,5254.92231,451.04478,1041.37611,531.7517,1374.44219,1054.57313,2539.67463,24200,24200,"Imputed","Imputed",25,13,12,5,TRUE,7044247,7244082,7244082,"WD_Low_Al","Naturally soft-bottomed",1,"N",NA,"Not Reported",1785906,5509152,"RepSite","Waitarere","Horowhenua","Waitarere (West_7)- closest","a","NOF.ECOLI.G260","D","2004 - 2008"
"44","Wairarawa Stream at Waitarere Beach","ECOLI",7244082,"Naturally soft-bottomed","N",1,2005,92,3,0,10,NA,197.5,771.020193702668,2480,23.9130434782609,40.2173913043478,24200,172.5,653,847.4,1514,32.2044514019816,48.7892694051591,17.4102635582204,31.9063252608217,145,260,120,255.97313,1406.39101,5254.92231,451.04478,1041.37611,531.7517,1374.44219,1054.57313,2539.67463,24200,24200,"Imputed","Imputed",25,13,12,5,TRUE,7044247,7244082,7244082,"WD_Low_Al","Naturally soft-bottomed",1,"N",NA,"Not Reported",1785906,5509152,"RepSite","Waitarere","Horowhenua","Waitarere (West_7)- closest","a","NOF.ECOLI.G540","D","2004 - 2008"
