"","sID","npID","nzsegment.x","Deposited.sediment.Class.x","productive_class.x","Suspended.Sediment.Class.x","min_year","N.values","N.Leftcensored","N.Rightcensored","DL","AL","Median","Mean","Q95","G540","G260","AnnMax","Median_Summer","p80","p83","p92","CI_G260_lower","CI_G260_upper","CI_G540_lower","CI_G540_upper","CI_Median_lower","CI_Median_upper","CI_Median_Summer_lower","CI_Median_Summer_upper","CI_95_lower","CI_95_upper","CI_80_lower","CI_80_upper","CI_83_lower","CI_83_upper","CI_92_lower","CI_92_upper","AnnMax_lower","AnnMax_upper","ImputedLower","ImputedUpper","nmonth","nBimonth","nqtr","No.years","FilterOK","NZReachID","nzsegment.y","MatchForPointSources","Overall","Deposited.sediment.Class.y","Suspended.Sediment.Class.y","productive_class.y","FlowSite","Site.Order.in.catchment.(Report)","NZTM.X","NZTM.Y","Status","CatName","Freshwater.Management.Unit.FMU","Water.management.subzone.One.Plan","Site.Type","Attr","NOF_Grade","yearz"
"839","Kaikokopu Stream at Himatangi Beach","ECOLI",7260002,"Naturally soft-bottomed","N",1,2005,128,0,2,NA,9700,175,861.631361620062,3850,23.4375,35.9375,24200,120,710,859.6,2152,29.3191627063125,43.1380116042451,17.8679973158348,30.1066652707739,120.58422,210.70789,97,165.5452,1744.14626,6345.85337,415.68508,891.54007,570.37372,1048.67836,992.00796,4098.55196,24200,24200,"Imputed","Imputed",30,15,15,6,TRUE,7039661,7260002,7260002,"WD_Low_Al","Naturally soft-bottomed",1,"N",NA,"Not Reported",1789261,5528869,"RepSite","Kaikokopu","Rangitikei/Turakina","Northern Manawatu Lakes (West_6)","a","NOF.ECOLI.Combined","E","2014 - 2018"
"840","Kaikokopu Stream at Himatangi Beach","ECOLI",7260002,"Naturally soft-bottomed","N",1,2005,128,0,2,NA,9700,175,861.631361620062,3850,23.4375,35.9375,24200,120,710,859.6,2152,29.3191627063125,43.1380116042451,17.8679973158348,30.1066652707739,120.58422,210.70789,97,165.5452,1744.14626,6345.85337,415.68508,891.54007,570.37372,1048.67836,992.00796,4098.55196,24200,24200,"Imputed","Imputed",30,15,15,6,TRUE,7039661,7260002,7260002,"WD_Low_Al","Naturally soft-bottomed",1,"N",NA,"Not Reported",1789261,5528869,"RepSite","Kaikokopu","Rangitikei/Turakina","Northern Manawatu Lakes (West_6)","a","NOF.ECOLI_PC.p95","Poor","2014 - 2018"
"841","Lake Dudding","ECOLI",NA,NA,"N",NA,2017,47,6,0,9,NA,88,518.57532681111,3942,19.1489361702128,23.4042553191489,4350,100,350.3,645.17,3094.8,14.8682601901066,34.8355388980408,11.4959308045608,30.1604761376902,31,122,31,150,755.65125,4350,150,778.05027,160,2782.95737,643.93409,4267.65509,4350,4350,"Imputed","No censored - no imputation required",12,6,6,3,TRUE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1794378.46047,5558593.04122,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI.G260","B","2014 - 2018"
"842","Lake Dudding","ECOLI",NA,NA,"N",NA,2017,47,6,0,9,NA,88,518.57532681111,3942,19.1489361702128,23.4042553191489,4350,100,350.3,645.17,3094.8,14.8682601901066,34.8355388980408,11.4959308045608,30.1604761376902,31,122,31,150,755.65125,4350,150,778.05027,160,2782.95737,643.93409,4267.65509,4350,4350,"Imputed","No censored - no imputation required",12,6,6,3,TRUE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1794378.46047,5558593.04122,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI.G540","C","2014 - 2018"
"843","Lake Dudding","ECOLI",NA,NA,"N",NA,2017,47,6,0,9,NA,88,518.57532681111,3942,19.1489361702128,23.4042553191489,4350,100,350.3,645.17,3094.8,14.8682601901066,34.8355388980408,11.4959308045608,30.1604761376902,31,122,31,150,755.65125,4350,150,778.05027,160,2782.95737,643.93409,4267.65509,4350,4350,"Imputed","No censored - no imputation required",12,6,6,3,TRUE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1794378.46047,5558593.04122,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI.Med","A","2014 - 2018"
"844","Lake Dudding","ECOLI",NA,NA,"N",NA,2017,47,6,0,9,NA,88,518.57532681111,3942,19.1489361702128,23.4042553191489,4350,100,350.3,645.17,3094.8,14.8682601901066,34.8355388980408,11.4959308045608,30.1604761376902,31,122,31,150,755.65125,4350,150,778.05027,160,2782.95737,643.93409,4267.65509,4350,4350,"Imputed","No censored - no imputation required",12,6,6,3,TRUE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1794378.46047,5558593.04122,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI.p95","E","2014 - 2018"
"845","Lake Dudding","ECOLI",NA,NA,"N",NA,2017,47,6,0,9,NA,88,518.57532681111,3942,19.1489361702128,23.4042553191489,4350,100,350.3,645.17,3094.8,14.8682601901066,34.8355388980408,11.4959308045608,30.1604761376902,31,122,31,150,755.65125,4350,150,778.05027,160,2782.95737,643.93409,4267.65509,4350,4350,"Imputed","No censored - no imputation required",12,6,6,3,TRUE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1794378.46047,5558593.04122,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI.Combined","E","2014 - 2018"
"846","Lake Dudding","ECOLI",NA,NA,"N",NA,2017,47,6,0,9,NA,88,518.57532681111,3942,19.1489361702128,23.4042553191489,4350,100,350.3,645.17,3094.8,14.8682601901066,34.8355388980408,11.4959308045608,30.1604761376902,31,122,31,150,755.65125,4350,150,778.05027,160,2782.95737,643.93409,4267.65509,4350,4350,"Imputed","No censored - no imputation required",12,6,6,3,TRUE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1794378.46047,5558593.04122,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI_PC.p95","Poor","2014 - 2018"
"847","Lake Horowhenua at Domain","ECOLI",NA,NA,NA,NA,2017,22,1,1,4,9700,605,1299.76931967117,6368,54.5454545454545,68.1818181818182,10670,580,2100,2100,3292,50.6490971926038,81.7322993747882,37.5624043381685,70.5329448036795,267.57137,830.27696,263.07647,834.31731,2100,10670,695.20715,3002.17658,820.30054,3350.33092,1854.44148,10292.44771,10670,10670,"Imputed","Increased by 10%",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOF.ECOLI.G260","E","2014 - 2018"
"848","Lake Horowhenua at Domain","ECOLI",NA,NA,NA,NA,2017,22,1,1,4,9700,605,1299.76931967117,6368,54.5454545454545,68.1818181818182,10670,580,2100,2100,3292,50.6490971926038,81.7322993747882,37.5624043381685,70.5329448036795,267.57137,830.27696,263.07647,834.31731,2100,10670,695.20715,3002.17658,820.30054,3350.33092,1854.44148,10292.44771,10670,10670,"Imputed","Increased by 10%",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOF.ECOLI.G540","E","2014 - 2018"
"849","Lake Horowhenua at Domain","ECOLI",NA,NA,NA,NA,2017,22,1,1,4,9700,605,1299.76931967117,6368,54.5454545454545,68.1818181818182,10670,580,2100,2100,3292,50.6490971926038,81.7322993747882,37.5624043381685,70.5329448036795,267.57137,830.27696,263.07647,834.31731,2100,10670,695.20715,3002.17658,820.30054,3350.33092,1854.44148,10292.44771,10670,10670,"Imputed","Increased by 10%",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOF.ECOLI.Med","E","2014 - 2018"
"850","Lake Horowhenua at Domain","ECOLI",NA,NA,NA,NA,2017,22,1,1,4,9700,605,1299.76931967117,6368,54.5454545454545,68.1818181818182,10670,580,2100,2100,3292,50.6490971926038,81.7322993747882,37.5624043381685,70.5329448036795,267.57137,830.27696,263.07647,834.31731,2100,10670,695.20715,3002.17658,820.30054,3350.33092,1854.44148,10292.44771,10670,10670,"Imputed","Increased by 10%",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOF.ECOLI.p95","E","2014 - 2018"
"851","Lake Horowhenua at Domain","ECOLI",NA,NA,NA,NA,2017,22,1,1,4,9700,605,1299.76931967117,6368,54.5454545454545,68.1818181818182,10670,580,2100,2100,3292,50.6490971926038,81.7322993747882,37.5624043381685,70.5329448036795,267.57137,830.27696,263.07647,834.31731,2100,10670,695.20715,3002.17658,820.30054,3350.33092,1854.44148,10292.44771,10670,10670,"Imputed","Increased by 10%",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOF.ECOLI.Combined","E","2014 - 2018"
"852","Lake Horowhenua at Domain","ECOLI",NA,NA,NA,NA,2017,22,1,1,4,9700,605,1299.76931967117,6368,54.5454545454545,68.1818181818182,10670,580,2100,2100,3292,50.6490971926038,81.7322993747882,37.5624043381685,70.5329448036795,267.57137,830.27696,263.07647,834.31731,2100,10670,695.20715,3002.17658,820.30054,3350.33092,1854.44148,10292.44771,10670,10670,"Imputed","Increased by 10%",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOF.ECOLI_PC.p95","Poor","2014 - 2018"
"853","Lake Pauri","ECOLI",NA,NA,"N",NA,2018,25,13,0,9,NA,1.74167,25.3394898144862,112.75,0,0,160,10,46.5,52,86,0,9.76535060060509,0,9.76535060060509,1.28544,29.0301,1.25745,41,52,160,21.71722,74.47639,35.0119,85.7256,42.32209,157.99587,160,160,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1779379.32093,5572535.10786,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI.G260","A","2014 - 2018"
"854","Lake Pauri","ECOLI",NA,NA,"N",NA,2018,25,13,0,9,NA,1.74167,25.3394898144862,112.75,0,0,160,10,46.5,52,86,0,9.76535060060509,0,9.76535060060509,1.28544,29.0301,1.25745,41,52,160,21.71722,74.47639,35.0119,85.7256,42.32209,157.99587,160,160,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1779379.32093,5572535.10786,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI.G540","A","2014 - 2018"
"855","Lake Pauri","ECOLI",NA,NA,"N",NA,2018,25,13,0,9,NA,1.74167,25.3394898144862,112.75,0,0,160,10,46.5,52,86,0,9.76535060060509,0,9.76535060060509,1.28544,29.0301,1.25745,41,52,160,21.71722,74.47639,35.0119,85.7256,42.32209,157.99587,160,160,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1779379.32093,5572535.10786,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI.Med","A","2014 - 2018"
"856","Lake Pauri","ECOLI",NA,NA,"N",NA,2018,25,13,0,9,NA,1.74167,25.3394898144862,112.75,0,0,160,10,46.5,52,86,0,9.76535060060509,0,9.76535060060509,1.28544,29.0301,1.25745,41,52,160,21.71722,74.47639,35.0119,85.7256,42.32209,157.99587,160,160,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1779379.32093,5572535.10786,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI.p95","A","2014 - 2018"
"857","Lake Pauri","ECOLI",NA,NA,"N",NA,2018,25,13,0,9,NA,1.74167,25.3394898144862,112.75,0,0,160,10,46.5,52,86,0,9.76535060060509,0,9.76535060060509,1.28544,29.0301,1.25745,41,52,160,21.71722,74.47639,35.0119,85.7256,42.32209,157.99587,160,160,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1779379.32093,5572535.10786,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI.Combined","A","2014 - 2018"
"858","Lake Pauri","ECOLI",NA,NA,"N",NA,2018,25,13,0,9,NA,1.74167,25.3394898144862,112.75,0,0,160,10,46.5,52,86,0,9.76535060060509,0,9.76535060060509,1.28544,29.0301,1.25745,41,52,160,21.71722,74.47639,35.0119,85.7256,42.32209,157.99587,160,160,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1779379.32093,5572535.10786,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI_PC.p95","Excellent","2014 - 2018"
"859","Lake William","ECOLI",NA,NA,"N",NA,2018,24,3,0,9,NA,36,190.230441592277,1107.4,4.16666666666667,8.33333333333333,3080,31,144.7,198.52,254.02,2.21588170162338,22.3120873660768,0.439002148574276,16.684992965213,20,55.19511,20,62.14958,186.9623,3080,52,245.12865,58.38085,254.34608,99.09171,2711.276,3080,3080,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1796924.87806,5556057.56887,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI.G260","A","2014 - 2018"
"860","Lake William","ECOLI",NA,NA,"N",NA,2018,24,3,0,9,NA,36,190.230441592277,1107.4,4.16666666666667,8.33333333333333,3080,31,144.7,198.52,254.02,2.21588170162338,22.3120873660768,0.439002148574276,16.684992965213,20,55.19511,20,62.14958,186.9623,3080,52,245.12865,58.38085,254.34608,99.09171,2711.276,3080,3080,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1796924.87806,5556057.56887,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI.G540","A","2014 - 2018"
"861","Lake William","ECOLI",NA,NA,"N",NA,2018,24,3,0,9,NA,36,190.230441592277,1107.4,4.16666666666667,8.33333333333333,3080,31,144.7,198.52,254.02,2.21588170162338,22.3120873660768,0.439002148574276,16.684992965213,20,55.19511,20,62.14958,186.9623,3080,52,245.12865,58.38085,254.34608,99.09171,2711.276,3080,3080,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1796924.87806,5556057.56887,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI.Med","A","2014 - 2018"
"862","Lake William","ECOLI",NA,NA,"N",NA,2018,24,3,0,9,NA,36,190.230441592277,1107.4,4.16666666666667,8.33333333333333,3080,31,144.7,198.52,254.02,2.21588170162338,22.3120873660768,0.439002148574276,16.684992965213,20,55.19511,20,62.14958,186.9623,3080,52,245.12865,58.38085,254.34608,99.09171,2711.276,3080,3080,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1796924.87806,5556057.56887,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI.p95","C","2014 - 2018"
"863","Lake William","ECOLI",NA,NA,"N",NA,2018,24,3,0,9,NA,36,190.230441592277,1107.4,4.16666666666667,8.33333333333333,3080,31,144.7,198.52,254.02,2.21588170162338,22.3120873660768,0.439002148574276,16.684992965213,20,55.19511,20,62.14958,186.9623,3080,52,245.12865,58.38085,254.34608,99.09171,2711.276,3080,3080,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1796924.87806,5556057.56887,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI.Combined","C","2014 - 2018"
"864","Lake William","ECOLI",NA,NA,"N",NA,2018,24,3,0,9,NA,36,190.230441592277,1107.4,4.16666666666667,8.33333333333333,3080,31,144.7,198.52,254.02,2.21588170162338,22.3120873660768,0.439002148574276,16.684992965213,20,55.19511,20,62.14958,186.9623,3080,52,245.12865,58.38085,254.34608,99.09171,2711.276,3080,3080,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1796924.87806,5556057.56887,"Lake","Southern Whanganui Lakes","Rangitikei/Turakina","Southern Whanganui Lakes (West_5)","Lake","NOF.ECOLI_PC.p95","Poor","2014 - 2018"
"865","Lake Wiritoa","ECOLI",NA,NA,"N",NA,2018,24,8,0,9,NA,15,56.2085415004443,316.3,0,4.16666666666667,457,30.5,59.7,77.28,225.34,0.439002148574276,16.684992965213,0,10.1310181488949,7.25649,34.19511,10,52.93523,70.26282,457,31,191.17851,37.38085,226.59284,54.73276,430.69996,457,457,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1778567.25321,5572955.19428,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI.G260","A","2014 - 2018"
"866","Lake Wiritoa","ECOLI",NA,NA,"N",NA,2018,24,8,0,9,NA,15,56.2085415004443,316.3,0,4.16666666666667,457,30.5,59.7,77.28,225.34,0.439002148574276,16.684992965213,0,10.1310181488949,7.25649,34.19511,10,52.93523,70.26282,457,31,191.17851,37.38085,226.59284,54.73276,430.69996,457,457,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1778567.25321,5572955.19428,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI.G540","A","2014 - 2018"
"867","Lake Wiritoa","ECOLI",NA,NA,"N",NA,2018,24,8,0,9,NA,15,56.2085415004443,316.3,0,4.16666666666667,457,30.5,59.7,77.28,225.34,0.439002148574276,16.684992965213,0,10.1310181488949,7.25649,34.19511,10,52.93523,70.26282,457,31,191.17851,37.38085,226.59284,54.73276,430.69996,457,457,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1778567.25321,5572955.19428,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI.Med","A","2014 - 2018"
"868","Lake Wiritoa","ECOLI",NA,NA,"N",NA,2018,24,8,0,9,NA,15,56.2085415004443,316.3,0,4.16666666666667,457,30.5,59.7,77.28,225.34,0.439002148574276,16.684992965213,0,10.1310181488949,7.25649,34.19511,10,52.93523,70.26282,457,31,191.17851,37.38085,226.59284,54.73276,430.69996,457,457,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1778567.25321,5572955.19428,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI.p95","A","2014 - 2018"
"869","Lake Wiritoa","ECOLI",NA,NA,"N",NA,2018,24,8,0,9,NA,15,56.2085415004443,316.3,0,4.16666666666667,457,30.5,59.7,77.28,225.34,0.439002148574276,16.684992965213,0,10.1310181488949,7.25649,34.19511,10,52.93523,70.26282,457,31,191.17851,37.38085,226.59284,54.73276,430.69996,457,457,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1778567.25321,5572955.19428,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI.Combined","A","2014 - 2018"
"870","Lake Wiritoa","ECOLI",NA,NA,"N",NA,2018,24,8,0,9,NA,15,56.2085415004443,316.3,0,4.16666666666667,457,30.5,59.7,77.28,225.34,0.439002148574276,16.684992965213,0,10.1310181488949,7.25649,34.19511,10,52.93523,70.26282,457,31,191.17851,37.38085,226.59284,54.73276,430.69996,457,457,"Imputed","No censored - no imputation required",6,3,3,2,FALSE,NA,NA,NA,NA,NA,NA,"N",NA,"Not Reported",1778567.25321,5572955.19428,"Lake","Kaitoke Lakes","Whanganui","Kaitoke Lakes (West_4)","Lake","NOF.ECOLI_PC.p95","Fair","2014 - 2018"
"871","Makakahi at Motor Camp","ECOLI",7247523,"2","N",4,2017,46,0,1,NA,9700,376.5,1050.93530950727,6364,30.4347826086957,69.5652173913043,13744.0242373345,380,875,937.2,2192,57.579323890652,79.3774549962623,20.6225450037377,42.420676109348,320.79169,440,330,453.00706,1068.00883,12106.7232,534.69922,1114.35883,584.5243,1697.46704,934.63381,8309.11939,13744.0242373345,13744.0242373345,"No censored - no imputation required","Imputed",12,6,6,3,TRUE,7047434,7247523,7247523,NA,"2",4,"N",NA,"Not Reported",1828591,5496386,"RepSite","Manawatu","Manawatu","Makakahi (Mana_8d)","a","NOF.ECOLI.G260","E","2014 - 2018"
"872","Makakahi at Motor Camp","ECOLI",7247523,"2","N",4,2017,46,0,1,NA,9700,376.5,1050.93530950727,6364,30.4347826086957,69.5652173913043,13744.0242373345,380,875,937.2,2192,57.579323890652,79.3774549962623,20.6225450037377,42.420676109348,320.79169,440,330,453.00706,1068.00883,12106.7232,534.69922,1114.35883,584.5243,1697.46704,934.63381,8309.11939,13744.0242373345,13744.0242373345,"No censored - no imputation required","Imputed",12,6,6,3,TRUE,7047434,7247523,7247523,NA,"2",4,"N",NA,"Not Reported",1828591,5496386,"RepSite","Manawatu","Manawatu","Makakahi (Mana_8d)","a","NOF.ECOLI.G540","E","2014 - 2018"
"873","Makakahi at Motor Camp","ECOLI",7247523,"2","N",4,2017,46,0,1,NA,9700,376.5,1050.93530950727,6364,30.4347826086957,69.5652173913043,13744.0242373345,380,875,937.2,2192,57.579323890652,79.3774549962623,20.6225450037377,42.420676109348,320.79169,440,330,453.00706,1068.00883,12106.7232,534.69922,1114.35883,584.5243,1697.46704,934.63381,8309.11939,13744.0242373345,13744.0242373345,"No censored - no imputation required","Imputed",12,6,6,3,TRUE,7047434,7247523,7247523,NA,"2",4,"N",NA,"Not Reported",1828591,5496386,"RepSite","Manawatu","Manawatu","Makakahi (Mana_8d)","a","NOF.ECOLI.Med","E","2014 - 2018"
"874","Makakahi at Motor Camp","ECOLI",7247523,"2","N",4,2017,46,0,1,NA,9700,376.5,1050.93530950727,6364,30.4347826086957,69.5652173913043,13744.0242373345,380,875,937.2,2192,57.579323890652,79.3774549962623,20.6225450037377,42.420676109348,320.79169,440,330,453.00706,1068.00883,12106.7232,534.69922,1114.35883,584.5243,1697.46704,934.63381,8309.11939,13744.0242373345,13744.0242373345,"No censored - no imputation required","Imputed",12,6,6,3,TRUE,7047434,7247523,7247523,NA,"2",4,"N",NA,"Not Reported",1828591,5496386,"RepSite","Manawatu","Manawatu","Makakahi (Mana_8d)","a","NOF.ECOLI.p95","E","2014 - 2018"
"875","Makakahi at Motor Camp","ECOLI",7247523,"2","N",4,2017,46,0,1,NA,9700,376.5,1050.93530950727,6364,30.4347826086957,69.5652173913043,13744.0242373345,380,875,937.2,2192,57.579323890652,79.3774549962623,20.6225450037377,42.420676109348,320.79169,440,330,453.00706,1068.00883,12106.7232,534.69922,1114.35883,584.5243,1697.46704,934.63381,8309.11939,13744.0242373345,13744.0242373345,"No censored - no imputation required","Imputed",12,6,6,3,TRUE,7047434,7247523,7247523,NA,"2",4,"N",NA,"Not Reported",1828591,5496386,"RepSite","Manawatu","Manawatu","Makakahi (Mana_8d)","a","NOF.ECOLI.Combined","E","2014 - 2018"
"876","Makakahi at Motor Camp","ECOLI",7247523,"2","N",4,2017,46,0,1,NA,9700,376.5,1050.93530950727,6364,30.4347826086957,69.5652173913043,13744.0242373345,380,875,937.2,2192,57.579323890652,79.3774549962623,20.6225450037377,42.420676109348,320.79169,440,330,453.00706,1068.00883,12106.7232,534.69922,1114.35883,584.5243,1697.46704,934.63381,8309.11939,13744.0242373345,13744.0242373345,"No censored - no imputation required","Imputed",12,6,6,3,TRUE,7047434,7247523,7247523,NA,"2",4,"N",NA,"Not Reported",1828591,5496386,"RepSite","Manawatu","Manawatu","Makakahi (Mana_8d)","a","NOF.ECOLI_PC.p95","Poor","2014 - 2018"
"877","Makotuku at Raetihi Motor Camp","ECOLI",7193268,"2","N",1,2018,12,0,0,NA,NA,183,446.666666666667,1431,33.3333333333333,33.3333333333333,1470,187,971.1,1014.66,1290.6,15.948534492584,56.8508386656652,15.948534492584,56.8508386656652,104.80584,934.91313,81.5615,1204.9837,943.60832,1470,184.09956,1314.17401,185.6611,1391.06129,885.637,1470,1470,1470,"No censored - no imputation required","Imputed",5,3,3,2,FALSE,7017142,7193268,7193268,"CW_Hill_VA","2",1,"N","Makotuku at Raetihi","Not Reported",1796493,5633040,"RepSite","Whangaehu","Whangaehu","Lower Makotuku (Whau_3c)","a","NOF.ECOLI.G260","C","2014 - 2018"
"878","Makotuku at Raetihi Motor Camp","ECOLI",7193268,"2","N",1,2018,12,0,0,NA,NA,183,446.666666666667,1431,33.3333333333333,33.3333333333333,1470,187,971.1,1014.66,1290.6,15.948534492584,56.8508386656652,15.948534492584,56.8508386656652,104.80584,934.91313,81.5615,1204.9837,943.60832,1470,184.09956,1314.17401,185.6611,1391.06129,885.637,1470,1470,1470,"No censored - no imputation required","Imputed",5,3,3,2,FALSE,7017142,7193268,7193268,"CW_Hill_VA","2",1,"N","Makotuku at Raetihi","Not Reported",1796493,5633040,"RepSite","Whangaehu","Whangaehu","Lower Makotuku (Whau_3c)","a","NOF.ECOLI.G540","E","2014 - 2018"
"879","Makotuku at Raetihi Motor Camp","ECOLI",7193268,"2","N",1,2018,12,0,0,NA,NA,183,446.666666666667,1431,33.3333333333333,33.3333333333333,1470,187,971.1,1014.66,1290.6,15.948534492584,56.8508386656652,15.948534492584,56.8508386656652,104.80584,934.91313,81.5615,1204.9837,943.60832,1470,184.09956,1314.17401,185.6611,1391.06129,885.637,1470,1470,1470,"No censored - no imputation required","Imputed",5,3,3,2,FALSE,7017142,7193268,7193268,"CW_Hill_VA","2",1,"N","Makotuku at Raetihi","Not Reported",1796493,5633040,"RepSite","Whangaehu","Whangaehu","Lower Makotuku (Whau_3c)","a","NOF.ECOLI.Med","D","2014 - 2018"
"880","Makotuku at Raetihi Motor Camp","ECOLI",7193268,"2","N",1,2018,12,0,0,NA,NA,183,446.666666666667,1431,33.3333333333333,33.3333333333333,1470,187,971.1,1014.66,1290.6,15.948534492584,56.8508386656652,15.948534492584,56.8508386656652,104.80584,934.91313,81.5615,1204.9837,943.60832,1470,184.09956,1314.17401,185.6611,1391.06129,885.637,1470,1470,1470,"No censored - no imputation required","Imputed",5,3,3,2,FALSE,7017142,7193268,7193268,"CW_Hill_VA","2",1,"N","Makotuku at Raetihi","Not Reported",1796493,5633040,"RepSite","Whangaehu","Whangaehu","Lower Makotuku (Whau_3c)","a","NOF.ECOLI.p95","E","2014 - 2018"
